"Jday","CLAR","CROG","DUAN","ELDR","HFAL","NBRA","NHUD","OLDF","OSCE","PISE","RAQU","SARA","SUFF","TANN","TUPP","WFMB","WGAT"
198,24.488,24.635,24.506,24.491,24.453,24.513,24.538,24.608,24.644,24.562,24.589,24.573,24.419,24.471,24.598,24.568,24.609
199,24.476,24.622,24.493,24.479,24.441,24.5,24.524,24.595,24.631,24.549,24.575,24.558,24.406,24.458,24.584,24.554,24.596
200,24.462,24.607,24.48,24.466,24.427,24.487,24.509,24.58,24.617,24.535,24.561,24.544,24.394,24.445,24.569,24.54,24.582
201,24.449,24.592,24.465,24.452,24.414,24.473,24.495,24.566,24.602,24.52,24.546,24.528,24.381,24.431,24.554,24.524,24.567
202,24.434,24.577,24.451,24.438,24.4,24.459,24.479,24.55,24.587,24.505,24.531,24.512,24.367,24.416,24.538,24.509,24.552
203,24.42,24.561,24.435,24.424,24.385,24.445,24.463,24.534,24.571,24.489,24.515,24.496,24.353,24.402,24.522,24.492,24.536
204,24.404,24.544,24.42,24.409,24.37,24.429,24.446,24.518,24.555,24.473,24.498,24.479,24.338,24.386,24.506,24.475,24.52
205,24.389,24.527,24.403,24.393,24.354,24.414,24.429,24.501,24.538,24.456,24.481,24.461,24.323,24.37,24.488,24.458,24.503
206,24.372,24.51,24.386,24.377,24.338,24.398,24.412,24.484,24.521,24.439,24.464,24.443,24.307,24.354,24.47,24.44,24.486
207,24.356,24.491,24.369,24.361,24.321,24.381,24.393,24.466,24.503,24.421,24.446,24.424,24.291,24.337,24.452,24.422,24.468
208,24.338,24.473,24.351,24.344,24.304,24.364,24.375,24.447,24.485,24.403,24.427,24.405,24.274,24.32,24.433,24.403,24.45
209,24.321,24.454,24.333,24.326,24.287,24.346,24.356,24.428,24.466,24.384,24.408,24.385,24.257,24.302,24.414,24.383,24.431
210,24.302,24.434,24.314,24.308,24.269,24.328,24.336,24.409,24.447,24.365,24.389,24.365,24.239,24.283,24.394,24.363,24.412
211,24.284,24.414,24.295,24.29,24.25,24.309,24.316,24.389,24.427,24.345,24.369,24.345,24.221,24.265,24.374,24.343,24.392
212,24.265,24.393,24.275,24.271,24.231,24.29,24.295,24.368,24.407,24.325,24.348,24.323,24.202,24.245,24.353,24.322,24.372
213,24.245,24.372,24.255,24.252,24.212,24.271,24.274,24.348,24.386,24.304,24.327,24.302,24.183,24.226,24.332,24.301,24.351
214,24.225,24.351,24.235,24.232,24.192,24.251,24.253,24.326,24.365,24.283,24.306,24.28,24.164,24.206,24.31,24.279,24.33
215,24.205,24.329,24.214,24.212,24.171,24.231,24.231,24.305,24.344,24.262,24.284,24.257,24.144,24.185,24.288,24.257,24.308
216,24.184,24.307,24.192,24.192,24.151,24.21,24.208,24.282,24.322,24.24,24.262,24.234,24.124,24.164,24.266,24.234,24.286
217,24.163,24.284,24.17,24.171,24.13,24.189,24.186,24.26,24.299,24.218,24.239,24.211,24.103,24.143,24.243,24.211,24.264
218,24.141,24.261,24.148,24.149,24.108,24.167,24.162,24.237,24.277,24.195,24.216,24.187,24.082,24.121,24.219,24.187,24.241
219,24.119,24.237,24.125,24.128,24.086,24.146,24.139,24.213,24.253,24.172,24.193,24.163,24.061,24.099,24.196,24.164,24.218
220,24.096,24.213,24.102,24.106,24.064,24.123,24.115,24.19,24.23,24.148,24.169,24.139,24.039,24.076,24.171,24.139,24.194
221,24.074,24.189,24.079,24.083,24.041,24.101,24.09,24.166,24.206,24.124,24.145,24.114,24.017,24.053,24.147,24.115,24.17
222,24.051,24.164,24.055,24.06,24.018,24.078,24.066,24.141,24.182,24.1,24.12,24.088,23.995,24.03,24.122,24.089,24.146
223,24.027,24.139,24.031,24.037,23.995,24.054,24.041,24.116,24.157,24.075,24.095,24.063,23.972,24.006,24.097,24.064,24.121
224,24.003,24.114,24.007,24.014,23.971,24.031,24.015,24.091,24.132,24.05,24.07,24.037,23.949,23.982,24.071,24.038,24.096
225,23.979,24.088,23.982,23.99,23.947,24.006,23.989,24.065,24.106,24.025,24.044,24.01,23.925,23.958,24.045,24.012,24.071
226,23.955,24.062,23.957,23.966,23.923,23.982,23.963,24.039,24.081,23.999,24.019,23.983,23.901,23.933,24.019,23.986,24.045
227,23.93,24.035,23.931,23.941,23.898,23.957,23.937,24.013,24.055,23.973,23.992,23.956,23.877,23.909,23.992,23.959,24.019
228,23.905,24.009,23.905,23.917,23.873,23.932,23.91,23.987,24.028,23.947,23.966,23.929,23.853,23.883,23.965,23.932,23.993
229,23.879,23.982,23.879,23.892,23.848,23.907,23.883,23.96,24.002,23.92,23.939,23.901,23.828,23.858,23.938,23.905,23.966
230,23.854,23.954,23.853,23.866,23.823,23.882,23.856,23.933,23.975,23.893,23.912,23.873,23.803,23.832,23.911,23.877,23.939
231,23.828,23.927,23.826,23.841,23.797,23.856,23.828,23.905,23.948,23.866,23.884,23.845,23.778,23.806,23.883,23.849,23.912
232,23.802,23.899,23.8,23.815,23.771,23.83,23.8,23.878,23.92,23.839,23.856,23.817,23.752,23.779,23.855,23.821,23.884
233,23.775,23.871,23.772,23.789,23.744,23.803,23.772,23.85,23.893,23.811,23.828,23.788,23.726,23.753,23.826,23.792,23.856
234,23.748,23.842,23.745,23.762,23.718,23.777,23.744,23.822,23.865,23.783,23.8,23.759,23.7,23.726,23.798,23.763,23.828
235,23.721,23.814,23.717,23.736,23.691,23.75,23.715,23.793,23.836,23.755,23.772,23.73,23.674,23.699,23.769,23.734,23.8
236,23.694,23.785,23.69,23.709,23.664,23.723,23.686,23.765,23.808,23.727,23.743,23.7,23.647,23.671,23.74,23.705,23.772
237,23.667,23.756,23.661,23.682,23.637,23.696,23.657,23.736,23.779,23.698,23.714,23.67,23.621,23.644,23.71,23.676,23.743
238,23.639,23.726,23.633,23.655,23.609,23.668,23.628,23.707,23.75,23.669,23.685,23.641,23.594,23.616,23.681,23.646,23.714
239,23.611,23.697,23.605,23.627,23.582,23.64,23.598,23.677,23.721,23.64,23.655,23.61,23.567,23.588,23.651,23.616,23.685
240,23.583,23.667,23.576,23.599,23.554,23.613,23.568,23.648,23.692,23.611,23.626,23.58,23.539,23.56,23.621,23.586,23.656
241,23.555,23.637,23.547,23.572,23.526,23.584,23.538,23.618,23.663,23.581,23.596,23.55,23.512,23.532,23.591,23.556,23.626
242,23.527,23.607,23.518,23.544,23.497,23.556,23.508,23.588,23.633,23.552,23.566,23.519,23.484,23.503,23.561,23.526,23.597
243,23.498,23.577,23.489,23.515,23.469,23.528,23.478,23.558,23.603,23.522,23.536,23.488,23.456,23.474,23.531,23.495,23.567
244,23.47,23.547,23.46,23.487,23.441,23.499,23.448,23.528,23.573,23.492,23.506,23.457,23.428,23.446,23.5,23.464,23.537
245,23.441,23.516,23.43,23.459,23.412,23.471,23.417,23.498,23.543,23.462,23.476,23.426,23.4,23.417,23.469,23.433,23.507
246,23.412,23.486,23.4,23.43,23.383,23.442,23.387,23.467,23.513,23.432,23.445,23.395,23.372,23.388,23.438,23.402,23.476
247,23.383,23.455,23.371,23.401,23.354,23.413,23.356,23.437,23.482,23.402,23.414,23.363,23.344,23.358,23.407,23.371,23.446
248,23.354,23.424,23.341,23.373,23.325,23.384,23.325,23.406,23.452,23.371,23.384,23.332,23.315,23.329,23.376,23.34,23.416
249,23.324,23.393,23.311,23.344,23.296,23.355,23.294,23.375,23.421,23.341,23.353,23.3,23.286,23.3,23.345,23.309,23.385
250,23.295,23.362,23.281,23.315,23.267,23.325,23.263,23.345,23.391,23.31,23.322,23.268,23.258,23.27,23.314,23.277,23.354
251,23.265,23.331,23.251,23.285,23.238,23.296,23.232,23.314,23.36,23.279,23.291,23.236,23.229,23.24,23.283,23.246,23.324
252,23.236,23.3,23.22,23.256,23.208,23.267,23.2,23.283,23.329,23.248,23.26,23.205,23.2,23.211,23.251,23.214,23.293
253,23.206,23.268,23.19,23.227,23.179,23.237,23.169,23.251,23.298,23.218,23.229,23.173,23.171,23.181,23.22,23.182,23.262
254,23.177,23.237,23.16,23.198,23.149,23.208,23.138,23.22,23.267,23.187,23.197,23.141,23.142,23.151,23.188,23.151,23.231
255,23.147,23.206,23.129,23.168,23.12,23.178,23.106,23.189,23.236,23.156,23.166,23.109,23.113,23.121,23.156,23.119,23.2
256,23.117,23.174,23.099,23.139,23.09,23.148,23.075,23.158,23.205,23.125,23.135,23.076,23.084,23.091,23.125,23.087,23.169
257,23.088,23.143,23.068,23.11,23.06,23.119,23.043,23.127,23.174,23.094,23.104,23.044,23.055,23.061,23.093,23.055,23.138
258,23.058,23.111,23.038,23.08,23.031,23.089,23.012,23.095,23.143,23.063,23.072,23.012,23.026,23.032,23.061,23.023,23.107
259,23.028,23.08,23.008,23.051,23.001,23.059,22.98,23.064,23.112,23.032,23.041,22.98,22.997,23.002,23.03,22.992,23.075
260,22.998,23.048,22.977,23.021,22.972,23.03,22.949,23.033,23.081,23.001,23.009,22.948,22.968,22.972,22.998,22.96,23.044
261,22.968,23.017,22.947,22.992,22.942,23,22.917,23.002,23.05,22.97,22.978,22.916,22.939,22.942,22.966,22.928,23.013
262,22.939,22.985,22.916,22.963,22.912,22.971,22.886,22.97,23.019,22.939,22.947,22.884,22.91,22.912,22.935,22.896,22.982
263,22.909,22.954,22.886,22.933,22.883,22.941,22.854,22.939,22.988,22.908,22.916,22.852,22.881,22.882,22.903,22.864,22.951
264,22.879,22.923,22.855,22.904,22.853,22.911,22.823,22.908,22.957,22.877,22.884,22.82,22.852,22.852,22.871,22.833,22.92
265,22.85,22.891,22.825,22.875,22.824,22.882,22.791,22.877,22.926,22.846,22.853,22.788,22.823,22.822,22.84,22.801,22.889
266,22.82,22.86,22.795,22.846,22.794,22.853,22.76,22.846,22.895,22.815,22.822,22.756,22.794,22.793,22.808,22.769,22.858
267,22.791,22.829,22.765,22.816,22.765,22.823,22.729,22.815,22.865,22.784,22.791,22.724,22.765,22.763,22.777,22.738,22.828
268,22.761,22.798,22.735,22.787,22.736,22.794,22.698,22.784,22.834,22.754,22.76,22.692,22.736,22.733,22.746,22.706,22.797
269,22.732,22.767,22.705,22.758,22.707,22.765,22.667,22.753,22.803,22.723,22.729,22.661,22.708,22.704,22.714,22.675,22.766
270,22.703,22.736,22.675,22.73,22.678,22.736,22.636,22.722,22.773,22.693,22.698,22.629,22.679,22.675,22.683,22.644,22.736
271,22.674,22.705,22.645,22.701,22.649,22.707,22.605,22.692,22.742,22.662,22.668,22.597,22.651,22.645,22.652,22.612,22.705
272,22.645,22.674,22.615,22.672,22.62,22.678,22.574,22.661,22.712,22.632,22.637,22.566,22.623,22.616,22.621,22.581,22.675
273,22.616,22.644,22.586,22.644,22.591,22.649,22.544,22.631,22.682,22.602,22.607,22.535,22.594,22.587,22.591,22.55,22.645
274,22.587,22.613,22.556,22.615,22.563,22.62,22.513,22.601,22.652,22.572,22.576,22.504,22.566,22.558,22.56,22.52,22.615
275,22.559,22.583,22.527,22.587,22.534,22.592,22.483,22.571,22.622,22.542,22.546,22.473,22.539,22.53,22.53,22.489,22.585
276,22.53,22.553,22.498,22.559,22.506,22.564,22.453,22.541,22.593,22.512,22.516,22.442,22.511,22.501,22.499,22.459,22.555
277,22.502,22.523,22.469,22.531,22.478,22.536,22.423,22.511,22.563,22.483,22.487,22.412,22.483,22.473,22.469,22.428,22.526
278,22.474,22.493,22.44,22.504,22.45,22.508,22.393,22.482,22.534,22.454,22.457,22.381,22.456,22.444,22.439,22.398,22.496
279,22.446,22.464,22.412,22.476,22.422,22.48,22.363,22.452,22.505,22.425,22.427,22.351,22.429,22.416,22.409,22.368,22.467
280,22.418,22.434,22.383,22.449,22.395,22.452,22.334,22.423,22.476,22.396,22.398,22.321,22.402,22.389,22.38,22.338,22.438
281,22.391,22.405,22.355,22.422,22.367,22.425,22.305,22.394,22.447,22.367,22.369,22.291,22.375,22.361,22.35,22.309,22.409
282,22.363,22.376,22.327,22.395,22.34,22.398,22.276,22.365,22.418,22.338,22.34,22.262,22.348,22.333,22.321,22.279,22.381
283,22.336,22.347,22.3,22.368,22.313,22.371,22.247,22.337,22.39,22.31,22.312,22.232,22.322,22.306,22.292,22.25,22.352
284,22.31,22.319,22.272,22.341,22.287,22.344,22.218,22.308,22.362,22.282,22.283,22.203,22.296,22.279,22.263,22.222,22.324
285,22.283,22.291,22.245,22.315,22.26,22.318,22.19,22.28,22.334,22.254,22.255,22.174,22.27,22.253,22.235,22.193,22.296
286,22.257,22.263,22.218,22.289,22.234,22.292,22.162,22.253,22.306,22.227,22.227,22.145,22.244,22.226,22.207,22.165,22.269
287,22.231,22.235,22.191,22.264,22.208,22.266,22.134,22.225,22.279,22.199,22.2,22.117,22.219,22.2,22.179,22.136,22.241
288,22.205,22.207,22.165,22.238,22.182,22.24,22.107,22.198,22.252,22.172,22.172,22.089,22.194,22.174,22.151,22.109,22.214
289,22.179,22.18,22.138,22.213,22.157,22.215,22.08,22.171,22.225,22.146,22.145,22.061,22.169,22.148,22.124,22.081,22.188
290,22.154,22.153,22.112,22.188,22.132,22.189,22.053,22.144,22.199,22.119,22.119,22.034,22.144,22.123,22.097,22.054,22.161
291,22.129,22.127,22.087,22.163,22.107,22.165,22.026,22.118,22.173,22.093,22.092,22.006,22.12,22.098,22.07,22.027,22.135
292,22.105,22.1,22.062,22.139,22.083,22.14,22,22.092,22.147,22.067,22.066,21.979,22.096,22.073,22.043,22,22.109
293,22.08,22.074,22.037,22.115,22.058,22.116,21.974,22.066,22.121,22.041,22.04,21.953,22.073,22.048,22.017,21.974,22.083
294,22.056,22.049,22.012,22.092,22.035,22.092,21.948,22.04,22.096,22.016,22.015,21.926,22.049,22.024,21.991,21.948,22.058
295,22.033,22.023,21.988,22.068,22.011,22.068,21.923,22.015,22.071,21.991,21.989,21.9,22.026,22.001,21.966,21.922,22.033
296,22.009,21.999,21.964,22.045,21.988,22.045,21.898,21.99,22.046,21.967,21.965,21.875,22.004,21.977,21.94,21.897,22.008
297,21.986,21.974,21.94,22.023,21.965,22.022,21.873,21.966,22.022,21.943,21.94,21.85,21.981,21.954,21.916,21.872,21.984
298,21.964,21.95,21.917,22,21.942,22,21.849,21.942,21.998,21.919,21.916,21.825,21.959,21.931,21.891,21.847,21.96
299,21.941,21.926,21.894,21.978,21.92,21.978,21.825,21.918,21.975,21.895,21.892,21.8,21.938,21.909,21.867,21.823,21.937
300,21.919,21.902,21.871,21.957,21.899,21.956,21.801,21.895,21.952,21.872,21.869,21.776,21.916,21.887,21.843,21.799,21.914
301,21.898,21.879,21.849,21.936,21.877,21.935,21.778,21.872,21.929,21.85,21.846,21.752,21.896,21.865,21.82,21.776,21.891
302,21.877,21.856,21.827,21.915,21.856,21.914,21.755,21.849,21.907,21.827,21.823,21.729,21.875,21.844,21.797,21.752,21.869
303,21.856,21.834,21.806,21.895,21.836,21.893,21.733,21.827,21.885,21.805,21.801,21.706,21.855,21.823,21.775,21.73,21.847
304,21.836,21.812,21.785,21.875,21.816,21.873,21.711,21.806,21.863,21.784,21.779,21.684,21.835,21.802,21.752,21.708,21.825
305,21.816,21.791,21.764,21.855,21.796,21.853,21.69,21.784,21.842,21.763,21.758,21.661,21.816,21.782,21.731,21.686,21.804
306,21.796,21.77,21.744,21.836,21.776,21.834,21.669,21.764,21.821,21.742,21.737,21.64,21.797,21.763,21.71,21.664,21.783
307,21.777,21.749,21.725,21.817,21.758,21.815,21.648,21.743,21.801,21.722,21.717,21.619,21.779,21.744,21.689,21.643,21.763
308,21.759,21.729,21.705,21.799,21.739,21.796,21.628,21.723,21.781,21.702,21.697,21.598,21.761,21.725,21.668,21.623,21.743
309,21.741,21.709,21.687,21.781,21.721,21.778,21.608,21.704,21.762,21.683,21.677,21.578,21.743,21.707,21.649,21.603,21.724
310,21.723,21.69,21.668,21.764,21.704,21.761,21.589,21.685,21.743,21.664,21.658,21.558,21.726,21.689,21.629,21.583,21.705
311,21.706,21.671,21.651,21.747,21.686,21.744,21.57,21.666,21.725,21.646,21.639,21.539,21.71,21.671,21.61,21.564,21.687
312,21.689,21.653,21.633,21.73,21.67,21.727,21.552,21.648,21.707,21.628,21.621,21.52,21.693,21.655,21.592,21.546,21.669
313,21.673,21.635,21.616,21.714,21.654,21.711,21.534,21.631,21.69,21.611,21.604,21.501,21.678,21.638,21.574,21.528,21.651
314,21.657,21.618,21.6,21.699,21.638,21.695,21.517,21.614,21.673,21.594,21.586,21.484,21.663,21.622,21.557,21.51,21.635
315,21.642,21.601,21.584,21.684,21.623,21.68,21.5,21.597,21.657,21.578,21.57,21.466,21.648,21.607,21.54,21.493,21.618
316,21.627,21.585,21.569,21.669,21.608,21.665,21.484,21.581,21.641,21.562,21.554,21.45,21.634,21.592,21.523,21.477,21.602
317,21.613,21.57,21.554,21.656,21.594,21.651,21.468,21.565,21.625,21.546,21.538,21.433,21.62,21.577,21.507,21.461,21.587
318,21.599,21.555,21.54,21.642,21.58,21.637,21.453,21.551,21.611,21.532,21.523,21.418,21.607,21.564,21.492,21.445,21.572
319,21.586,21.54,21.526,21.629,21.567,21.624,21.438,21.536,21.596,21.517,21.509,21.403,21.594,21.55,21.477,21.43,21.558
320,21.573,21.526,21.513,21.617,21.555,21.612,21.424,21.522,21.583,21.504,21.495,21.388,21.582,21.537,21.463,21.416,21.544
321,21.561,21.512,21.5,21.605,21.543,21.6,21.411,21.509,21.57,21.491,21.481,21.374,21.57,21.525,21.45,21.402,21.531
322,21.549,21.5,21.488,21.594,21.531,21.588,21.398,21.496,21.557,21.478,21.469,21.361,21.559,21.514,21.436,21.389,21.519
323,21.538,21.487,21.476,21.583,21.52,21.577,21.386,21.484,21.545,21.466,21.457,21.348,21.549,21.502,21.424,21.377,21.507
324,21.528,21.476,21.465,21.573,21.51,21.567,21.374,21.473,21.534,21.455,21.445,21.336,21.539,21.492,21.412,21.365,21.495
325,21.518,21.464,21.455,21.563,21.5,21.557,21.363,21.462,21.523,21.444,21.434,21.324,21.529,21.482,21.401,21.353,21.484
326,21.509,21.454,21.445,21.554,21.491,21.548,21.352,21.451,21.513,21.434,21.423,21.313,21.521,21.472,21.39,21.342,21.474
327,21.5,21.444,21.436,21.545,21.482,21.539,21.342,21.441,21.503,21.424,21.414,21.303,21.512,21.463,21.38,21.332,21.464
328,21.492,21.435,21.427,21.537,21.474,21.531,21.333,21.432,21.494,21.415,21.404,21.293,21.504,21.455,21.371,21.323,21.455
329,21.484,21.426,21.419,21.53,21.467,21.524,21.324,21.424,21.486,21.407,21.396,21.284,21.497,21.448,21.362,21.314,21.447
330,21.477,21.418,21.412,21.523,21.46,21.517,21.316,21.416,21.478,21.399,21.388,21.276,21.491,21.44,21.354,21.306,21.439
331,21.471,21.411,21.405,21.517,21.454,21.51,21.309,21.409,21.471,21.392,21.381,21.268,21.485,21.434,21.346,21.298,21.432
332,21.465,21.404,21.399,21.512,21.448,21.505,21.302,21.402,21.464,21.385,21.374,21.261,21.479,21.428,21.339,21.291,21.425
333,21.46,21.398,21.393,21.507,21.443,21.5,21.296,21.396,21.458,21.38,21.368,21.254,21.475,21.423,21.333,21.285,21.419
334,21.455,21.392,21.388,21.502,21.438,21.495,21.29,21.39,21.453,21.374,21.362,21.248,21.47,21.418,21.327,21.279,21.414
335,21.451,21.387,21.384,21.498,21.434,21.491,21.286,21.386,21.448,21.37,21.358,21.243,21.467,21.414,21.322,21.274,21.41
336,21.448,21.383,21.381,21.495,21.431,21.488,21.281,21.382,21.444,21.366,21.354,21.239,21.464,21.411,21.318,21.27,21.406
337,21.445,21.38,21.377,21.493,21.429,21.485,21.278,21.378,21.441,21.362,21.35,21.235,21.461,21.408,21.315,21.266,21.402
338,21.443,21.377,21.375,21.491,21.427,21.483,21.275,21.376,21.438,21.36,21.347,21.232,21.46,21.406,21.312,21.263,21.4
339,21.442,21.375,21.373,21.49,21.425,21.482,21.273,21.373,21.436,21.358,21.345,21.229,21.459,21.404,21.309,21.26,21.398
340,21.441,21.373,21.372,21.489,21.424,21.481,21.271,21.372,21.435,21.357,21.344,21.227,21.458,21.403,21.308,21.259,21.396
341,21.441,21.372,21.372,21.489,21.424,21.481,21.27,21.371,21.434,21.356,21.343,21.226,21.458,21.403,21.307,21.258,21.396
342,21.441,21.372,21.372,21.489,21.425,21.481,21.27,21.371,21.434,21.356,21.343,21.226,21.459,21.404,21.307,21.257,21.395
343,21.442,21.373,21.373,21.49,21.426,21.482,21.271,21.372,21.435,21.356,21.343,21.226,21.46,21.404,21.307,21.258,21.396
344,21.444,21.374,21.374,21.492,21.427,21.484,21.272,21.373,21.436,21.358,21.345,21.227,21.462,21.406,21.308,21.259,21.397
345,21.446,21.376,21.376,21.495,21.43,21.486,21.274,21.375,21.438,21.36,21.346,21.229,21.464,21.408,21.31,21.261,21.399
346,21.449,21.378,21.379,21.498,21.433,21.489,21.276,21.377,21.441,21.362,21.349,21.231,21.467,21.411,21.312,21.263,21.402
347,21.452,21.381,21.382,21.501,21.436,21.493,21.279,21.381,21.444,21.366,21.352,21.234,21.471,21.415,21.315,21.266,21.405
348,21.457,21.385,21.386,21.505,21.44,21.497,21.283,21.384,21.448,21.369,21.356,21.238,21.475,21.419,21.319,21.27,21.409
349,21.461,21.39,21.391,21.51,21.445,21.502,21.288,21.389,21.452,21.374,21.36,21.242,21.48,21.424,21.324,21.274,21.414
350,21.467,21.395,21.396,21.516,21.451,21.507,21.293,21.394,21.458,21.379,21.366,21.247,21.486,21.429,21.329,21.279,21.419
351,21.473,21.401,21.402,21.522,21.457,21.513,21.298,21.4,21.463,21.385,21.371,21.253,21.492,21.435,21.334,21.285,21.425
352,21.479,21.407,21.409,21.528,21.463,21.52,21.305,21.406,21.47,21.392,21.378,21.259,21.498,21.441,21.341,21.292,21.431
353,21.486,21.414,21.416,21.535,21.47,21.527,21.312,21.413,21.477,21.399,21.385,21.266,21.505,21.449,21.348,21.299,21.438
354,21.494,21.422,21.424,21.543,21.478,21.535,21.32,21.421,21.485,21.406,21.393,21.274,21.513,21.456,21.356,21.306,21.446
355,21.502,21.43,21.432,21.551,21.486,21.543,21.328,21.429,21.493,21.415,21.401,21.282,21.521,21.465,21.364,21.315,21.454
356,21.511,21.439,21.441,21.56,21.495,21.552,21.337,21.438,21.502,21.424,21.41,21.291,21.53,21.473,21.373,21.324,21.463
357,21.521,21.449,21.45,21.57,21.505,21.561,21.347,21.448,21.512,21.433,21.42,21.301,21.54,21.483,21.383,21.333,21.473
358,21.531,21.459,21.46,21.58,21.515,21.571,21.357,21.458,21.522,21.443,21.43,21.311,21.55,21.493,21.393,21.343,21.483
359,21.541,21.47,21.471,21.59,21.525,21.582,21.367,21.469,21.532,21.454,21.44,21.322,21.56,21.503,21.404,21.354,21.494
360,21.552,21.481,21.482,21.601,21.536,21.593,21.379,21.48,21.544,21.465,21.452,21.333,21.571,21.515,21.415,21.366,21.505
361,21.564,21.493,21.494,21.613,21.548,21.604,21.391,21.492,21.555,21.477,21.464,21.346,21.582,21.526,21.427,21.378,21.517
362,21.576,21.505,21.506,21.625,21.56,21.616,21.403,21.504,21.568,21.489,21.476,21.358,21.594,21.538,21.439,21.39,21.529
363,21.589,21.518,21.519,21.637,21.572,21.629,21.416,21.517,21.581,21.502,21.489,21.371,21.607,21.551,21.452,21.403,21.542
364,21.602,21.532,21.532,21.65,21.585,21.642,21.43,21.531,21.594,21.516,21.503,21.385,21.62,21.564,21.466,21.417,21.555
365,21.615,21.546,21.546,21.664,21.599,21.656,21.444,21.545,21.608,21.53,21.517,21.399,21.633,21.578,21.48,21.431,21.569
